comment,cleaned_comment,predicted_sentiment
Apa cuma gw aja yg ngskip pas bagian debat nya bkn mas gibran😂😂,cuma aja ngskip pas bagi debat nya bkn mas gibran,neutral
crypto untuk apa ?,crypto untuk apa,neutral
Dulu saya kira gibran kurang pnglaman trnyta sngat luar biasa....,saya kira gibran kurang pnglaman trnyta sngat luar biasa,neutral
Brp kali imin ngomong slepet,kali imin ngomong slepet,neutral
Si mahmud ditanya apa jawabnya apa,mahmud tanya apa jawab apa,neutral
Salam kenal saya dari Banjarnegara Jawa tengah. Kec.Purwonegoro Desa GumiwangRt02 Rw08.,kenal saya dari tengah gumiwangrt,neutral
Acara berita nasional tentang pemilu dan katanyabdemi indonesia tp kata pembukaan pembawa acaranya salam khusus. Kita sebagai minoritas gak di anggap. Wkwkwkkwk,berita nasional tentang milu dan katanyabdemi indonesia kata buka bawa acara salam khusus bagai minoritas gak anggap,neutral
apakah beliau berdiskusi dulu dengan mardigu wawik,apakah beliau diskus dulu dengan mardigu wawik,neutral
"Infrastruktur sosial dijawab dengan program stanting??? Kok, gitu mas Gibran? Terimakasih",sosial jawab dengan program stanting gitu mas,neutral
Nggk terbayang melihat muka dokter TIFA dan ROY SURYA saat melihat debat gibran,bayang lihat muka dokter tifa dan roy surya saat lihat debat gibran,neutral
Pak Ganjar pake topi ap si ya,pake topi,neutral
Jawapan dari Gibran sungguh di luar dugaan. Dengan  kapasitas jawaban yang sangat berbobot dan terarah. Salut...,dari sungguh luar duga kapasitas jawab yang sangat bobot dan arah,neutral
Jangan lupa bulan 2 coblos nomer 2 prabowo-gibran andalan❤,lupa bulan coblos nomer prabowogibran andal,neutral
"amin ""slepet"".....gibran ""indonesia gold""....mahfud ""selesai"".... dari sini paham siapa yang lebih berbobot",amin slepetgibran indonesia goldmahfud selesai dari sini paham siapa yang lebih bobot,neutral
all in 2 🤙,all,neutral
"cakep gibrannya, mahmud ditanya mengenai polusi aja gk bsa jawab... mlh buat naskah tulul...",cakep gibrannya mahmud tanya kena polusi aja bsa jawab mlh buat naskah tulul,neutral
"Aneh ck imin ini,",imin ini,neutral
"Yg tua minggir dulu,,ganti yg muda yg berkarnya..",tua minggir duluganti muda berkarnya,neutral
Serius nnya kenapa gibran pake double mic??? Kl gak fungsi kenapa ttp dipakai. Apa wireless headsetnya utk bisikan😂,nnya kenapa gibran pake double mic gak fungsi kenapa ttp pakai wireless headsetnya utk bisik,neutral
Mic debat cawapres ada 3 plus podium sedangkan debat capres hanya ada 1 mic😂😂😂😂😂😂😂😂😂😂😂😂😂prevelegge cawapress😂😂😂😂😂😂😂😂😂,debat cawapres ada plus podium sedang debat capres hanya ada micprevelegge cawapress,neutral
"Antara gibran atau mahfud
Karna trust saya pada wan abud sudah hilang.. 
tp kalau ada megatuti dibelakangnya sih serem jg jadi udh tau deh mau milih siapa",gibran atau mahfud trust saya pada wan abud sudah hilang kalau ada megatuti belakang sih rem jadi udh tau deh mau milih siapa,neutral
Gibran oke,oke,neutral
Hapus dong game slott😢,dong game slott,neutral
Maju anak muda....yg tua suruh ngurus cucu aja...,anak mudayg tua suruh ngurus cucu aja,neutral
Sesi akhir kek lg baca (text) cerpen motivasi 😅😂,akhir kek baca text cerpen motivasi,neutral
Cawapres nomor urut 2 asli cerdas✌,nomor urut asli cerdas,neutral
"Nomor urut 2 Prabowo Gibran ❤❤❤❤ pokoknya the best💪💪💪👍👍👍 salam dari Sulawesi Tengah, kami di sini mendukung full nomor urut 2 Prabowo gibran❤❤❤",urut pokok the best salam dari kami sini dukung full nomor urut gibran,neutral
"Semua Paslon tidak ada yg bicara soal dana bos bidang pendidikan, dimana semua belanja modal harus melalui sipla, yg harga barang didalamnya tidak masuk akal atau luar biasa mahalnya. Pada hal kalau harga aslinya di toko setempat harganya lebih murah. Ini yg merasa janggal menurut saya.",tidak ada bicara soal dana bos bidang didik mana semua belanja modal harus lalu sipla harga barang dalam tidak masuk akal atau luar biasa mahal hal kalau harga asli toko tempat harga lebih murah rasa janggal turut saya,neutral
Lebih mantap debat cawapres lebih ada isinya daripada debat capres kmren yg kebanyakan isinya mengorek kesalahan paslon,mantap debat cawapres lebih ada isi daripada debat capres kmren banyak isi korek salah paslon,neutral
Visi misi program kerja paslon 1 dan 3 kok keluar jalur sih cuma paslon 2 yg mudah di mengerti visi misinya,misi program kerja paslon dan kok keluar jalur sih cuma paslon mudah erti visi misi,neutral
Saya ngak ngerti dengan gaya bicara dan apa yg dibicarakan oleh cawapers no1 dan no 3,ngak ngerti dengan gaya bicara dan apa bicara oleh cawapers dan,neutral
"Pak  Mahmud dan Cak Imin  jangan mengalah dong tunjukkam kecerdasanmu.
.krn pendukungmu ada yg mengatakan  bwh  pak Mahmud mengalah kpd Gibran 
Benarkah itu pak?",dan jangan kalah dong tunjukkam cerdas krn dukung ada kata bwh pak kalah kpd itu pak,neutral
MASS GIBRAN GENERASI Z YAAA KERENNNN,mass gibran generasi yaaa kerennnn,neutral
G berbobot bener pidato penutup cak imin. Sgie aja gatau kok😢😢😢. Gibran jozzz,bobot bener pidato tutup cak imin aja gatau kok jozzz,neutral
"Itulah Gibran. 
Ibu hamil disuruh minum asam sulfat.  
Horeee",hamil suruh minum asam sulfat,neutral
"Gue nangis anyingg liat Gibran, .. terhura",nang anyingg liat terhura,neutral
Paslon 1 dan 3 penutupan ko di baca ya....no.2...secara lisan....bravo gibran,dan tutup baca yanosecara lisanbravo gibran,neutral
Cak iminn waktu 4 menit masih kurang... Haruse 4 jam barus klar baca teks nya,iminn waktu menit masih kurang jam barus klar baca teks nya,neutral
Tp setelah melihat debat ini yg paling menguasai ialah prof Mahfud MD sedangkan Gibran sama cak Imin ngawur,telah lihat debat ini paling kuasa ialah prof sedang sama cak ngawur,neutral
"Di podcast Deddy Corbuzier cak imin tanpa sengaja membuka aibnya sendiri sebagai cawapres dan calon capres nya di sana ,tong kosong nyaring bunyinya ngakak berjamaah....masak debat ini blg 40 kota dalam 5 tahun kan lucu jadinya😅😅😅😂",podcast cak imin tanpa sengaja buka aib sendiri bagai cawapres dan calon capres nya sana tong kosong nyaring bunyi ngakak berjamaahmasak debat ini blg kota dalam tahun kan lucu jadi,neutral
Kalo menurut saya sih.. ini bukan dapat tapi ujian tanyajawab. Kayak tes masuk kuliah gitu.. (setengah kabeh),turut saya sih ini bukan dapat tapi uji tanyajawab tes masuk kuliah gitu tengah kabeh,neutral
"Kemarin sdh saya duga,
Utk menghindari CHEATING,
Sebaiknya next KPU ADIL.
Kenapa si No 2 ini sampai gunakan 3 (TIGA) MIC sekaligus: 1. Clip-on, 2. Hand-held & 3. Head-set ?
Apa gunanya juga ada EARPHONE ?
SIAPA yg bisa FEEDING ke Telinganya ?
Mengapa 2 Calon yg lain BEDA ?
AMBYAR
😂 sadar diri lah..",sdh saya duga hindar cheating next kpu adil ini sampai guna tiga mic sekaligus held set guna juga ada earphone siapa bisa feeding lain beda ambyar sadar diri lah,neutral
1dan 3 baca text😂😂😂😂😂,dan baca text,neutral
"Singkat,padat dan jelas..the best, jgn panggil q belimbing sayur paman..mas Gibran oke .",padat dan jelasthe best jgn panggil belimbing sayur pamanmas oke,neutral
Mau tanya wanita yg bilang “sudah” saat gibran bicara di menit berapa ya?,tanya wanita bilang sudah saat gibran bicara menit berapa,neutral
Anis blunder pilih cak imin😂😂,blunder pilih cak imin,neutral
"Cak Imin, baru kata pembuka sdh sombong-ambisius, yg justru melecehkan pasangannya sendiri. Banyak gaya, kurang persiapan, blunder luh Cak Imin. Kasian pak Anis.",baru kata buka sdh sombongambisius justru leceh pasang sendiri gaya kurang siap blunder luh pak,neutral
Wakil nomor urut 1 sama2 banyak Gombong doang keliatan🤣🤣,nomor urut sama banyak doang liat,neutral
02 lanjutkan mas gibran,lanjut mas gibran,neutral
Nanti kalau SDH gemuk di kebun binatang .kasih makan gratis. Minum susu .br di tagih pajak.nya.,kalau sdh gemuk kebun binatang kasih makan gratis susu tagih pajak,neutral
daklaku wakil urut 2,daklaku wakil urut,neutral
PROVINSI NTB NO 2 ( 80%),provinsi ntb,neutral
Semua omong doang gak1 Gak2 Gaak tiga pret epret,omong doang gak gak tiga pret epret,neutral
Eeee eeee eeee masuk angin kaya nya,eeee eeee masuk angin kaya nya,neutral
53.07-53.54WHAHAHAHHAAH GIMANE INDONESIA EMAS LAH WONG ANAK MUDA JOGJA BUAT MOBIL ESEMKA KENAPA YANG DI DAGANGIN MOBIL WULINGGG WHHAHAHAH,whahahahhaah gimane indonesia emas lah wong anak muda jogja buat mobil esemka kenapa yang dagangin mobil wulinggg whhahahah,neutral
"cak imin gak nyambung, slepat slepet...isin aku milih ente",cak imin gak nyambung slepat slepetisin aku milih ente,neutral
"Pagrib mulai mersehakan gaessss😂
Yg bilang belimbing asam,ingusan sudah mulai ketar ketir.dengan pelan menghilang dr lane😂",mulai mersehakan gaessss bilang belimbing asamingusan sudah mulai ketar ketirdengan pelan hilang lane,neutral
Pw nya apa bang,nya apa bang,neutral
Ternyata Profesor aja kalah kena gibran😂 apa lagi yg ono banyak janjinye yg ga masuk akal😂 di potkes dedy Crobuser ketauan deh tereng😂😂,aja kalah kena gibran apa lagi ono banyak janjinye masuk akal potkes dedy tau deh reng,neutral
Mau tanya itu knp mas gibran pke mic lg?,tanya itu knp mas gibran pke mic,neutral
"Yg psti aja, sy pilih Prabowo Gibran, ada mkn siang dan minun susu gratis utk anak2 skolah sy yakin akan sgt membantu, sebagai org tua yg punya penghasilan tdk psti, minimal ada jamunan mkn siang d skolah, bismillah Indonesia maju dan makmur",psti aja pilih ada mkn siang dan minun susu gratis utk anak skolah yakin akan sgt bantu bagai org tua punya hasil tdk psti minimal ada jamunan mkn siang skolah bismillah maju dan makmur,neutral
❤ bapak e jan ethes,bapak jan ethes,neutral
Visi misi nya aja udah mau hambur hamburin uang 🤣,misi nya aja udah mau hambur hamburin uang,neutral
"Mang harus ada generasi muda  nih... Jgn yg tua terus lah 
Yg muda ayo maju pantang mundur",harus ada generasi muda nih tua terus lah muda ayo maju pantang mundur,neutral
"Maaf bapak CAWAPRES no urut 1 , pakai lah bhsa indo yg baik dn benar apa itu arti CLEPET??? 
Mohon pke bhsa indo yg baik dn bner,",bapak cawapres urut pakai lah bhsa indo baik benar apa itu arti clepet pke bhsa indo baik bner,neutral
ngomong apa sih cak imin 🤐🤐🤐,ngomong apa sih cak imin,neutral
"Digitalisasi pajak setuju soalnya aku mau bayar pajak motor aja..susah nya minta ampun hrus  ktp asli pemiliklah,itu lah ini lah..gabisa to the  point bayar pajak aja..",pajak tuju soal aku mau bayar pajak motor ajasusah nya minta ampun hrus ktp asli pemiliklahitu lah ini lahgabisa the point bayar pajak aja,neutral
"wkwkwkkwkwkwk  alisnya gibtlran naik naik, secarapsikologis udh kaya org gmn gt

dn kaya sefnag mendengarkan sesuatu diluar panggung atau lewat headset mikronya headsetbskin  buat mengarahkan jawaban wkkwkwkwkw",wkwkwkkwkwkwk alis gibtlran naik naik secarapsikologis udh kaya org gmn kaya sefnag dengar sesuatu luar panggung atau lewat headset mikro headsetbskin buat arah jawab wkkwkwkwkw,neutral
Mahmud MD. CAWAPRES NO URUT 3 mas,cawapres urut mas,neutral
Tetap no 3. Paling jos. Membrantas korupsi,jos korupsi,neutral
Banyak yg remehin anak muda,remehin anak muda,neutral
Gibran lebih cocok jdi capres,lebih cocok jdi capres,neutral
Utang 500 ribu jadi 240 juta siapa iya kasian banget😢,ribu jadi juta siapa iya kasi banget,neutral
MAU DEBAT / NGGAK . tu cawapres/capres NO urut 1 gak guna cuman pelengkap doang biar rame 😂  gak mungkin terpilih .yg kuat cuman NO urut 2&3.pegang komentar gue kita buktikan nnti.,mau debat nggak cawaprescapres urut gak guna cuman lengkap doang biar rame gak mungkin pilih kuat cuman urut pegang komentar gue kita bukti nnti,neutral
"Luar biasa, gibran bnr"" Bikin kejutan.. Sempurna sudah.. Lapangan oke, di panggung oke, smart tanpa text.. Subhanallah..",biasa gibran bnr kejut sudah oke panggung oke smart tanpa text,neutral
"Gibran main curang,,berani gk debat cuma pke 1mix.proses ini",main curangberani debat cuma pke mixproses ini,neutral
"Apa apa mahal, subsidi jatah rakyat banyak di alih kan ke IKN, setuju buat cak imin.",apa mahal subsidi jatah rakyat banyak alih kan ikn tuju buat cak imin,neutral
"Saatny yg muda maju , karena yang tua hy berpikir balik modal",muda maju karena yang tua pikir balik modal,neutral
"Jujur yg menang debat kali ini gibran. 
Tapi siapapun yg jadi capres nya nanti insyaallah Amanah",menang debat kali ini gibran siapa jadi capres nya nanti insyaallah,neutral
"MD ga sadar, bahas korupsi yang paling banyak korupsi di Indonesia adalah partai siapa?",sadar bahas korupsi yang paling banyak korupsi adalah partai siapa,neutral
Makin mantep sama pak gemoy ayo gas no 2,mantep sama pak gemoy ayo gas,neutral
Ini yang di teriakin anak ingusan dan dibilang cuma ngandelin bapak? Menurut saya menang telak di debat kali ini,yang teriakin anak ingus dan bilang cuma ngandelin bapak saya menang telak debat kali ini,neutral
Visi misinya ngga ada yg mengutamakan Pendidikan dan Akhlak Budi Pekerti apa ya. Gimana mau maju klau akarnya ngga kokoh,misi ngga ada utama dan apa mau maju klau akar ngga kokoh,neutral
GIBRAN luar biasa👍👍👍👍👍👍👍,gibran luar biasa,neutral
"Bagaimana cara merealisasikan makan gratis dan susu gratis?
Darimana uang nya
Biaya nya mungkin fantastis untuk anggaran perhari nya😅",cara realisasi makan gratis dan susu gratis uang nya nya mungkin fantastis untuk anggar hari nya,neutral
Mana yang bilang mas Gibran anak kecil. Tidak tau apa2 sekarang buktinya kalau sudah nyata bawah anak kecil sudah unggul pertama 👏👏👏👌👌😇,yang bilang mas anak kecil tau apa sekarang bukti kalau sudah nyata bawah anak kecil sudah unggul pertama,neutral
Sebagai simpatisan jokowi siap mendukung 1000% buat capres prabowo-gibran.,simpatisan jokowi siap dukung buat capres prabowogibran,neutral
"Sepertinya lebih baik cak imin lebih cocok jadi capres nya lah,, lebih luges dari pada capres nya .. 😅",lebih baik cak imin lebih cocok jadi capres nya lah lebih luges dari pada capres nya,neutral
kubu sebelah cuma bisa main pake kata² Retorika² gagasan yg berjibung Tapi kerja nyata nya Ringsek🤭🤣 Pikir aja 40kota setara jakarta mau di bangun dalam kurung waktu 5thn.. emang cocok nya jadi pelawak aja wak yaa🤗🤣🤣,kubu belah cuma bisa main pake kata retorika gagas berjibung kerja nyata nya aja kota tara jakarta mau bangun dalam kurung waktu thn emang cocok nya jadi lawak aja wak yaa,neutral
Ngak ada yg bisa di pilih.paya,ada bisa pilihpaya,neutral
Wuahahahaha.....yg dikata plonga plongo.....luar biasa...,kata plonga plongoluar biasa,neutral
"cawapres no. 2 terbaik, jelas, padat, dan terkonsep",cawapres baik jelas padat dan konsep,neutral
Visi misi dan program kerja yg paling fresh paling bagus dan jelas menurutku  cuman mas Gilbran,misi dan program kerja paling fresh paling bagus dan jelas turut cuman mas,neutral
mau lihat mic apakah bener,mau lihat mic apakah bener,neutral
"Gue masih kurang sreg ama pemilihan perandaian slepet sarung di closing statement buat bahas masa depan Indonesia dengan kompleksitas budaya, posisi geografis, ke ruwetan politik luar&dalam negeri dll",masih kurang sreg ama pilih andai slepet sarung closing statement buat bahas masa depan dengan kompleksitas budaya posisi geografis ruwet politik luardalam negeri dll,neutral
Uru satu mau pajak diturunkan katanya ia sekarang bilang gitu pas nanti lupa sama janji janji manisnya😂😂😂no komen no basa basiii Prabowo Gibran gass Masyarakat Indonesia Indonesia butuh pemimpin yang tegas cerdik kerja nyataaaaa BKN omong2manis aja ✌️👑✌️👑✌️👑✌️👑✌️👑🦁😎🦁😎🦁😎🦁😎,satu mau pajak turun kata sekarang bilang gitu pas nanti lupa sama janji janji manisnyano komen basa basiii gass butuh pimpin yang tegas cerdik kerja nyataaaaa bkn omongmanis aja,neutral
"Gak bahaya ta ?calon pemimpin gak konsiten ma omongan nya sendiri ,tu baru kata2 yg di permainkan ,far rakyat yg di permainkan",bahaya calon pimpin gak konsiten omong nya sendiri baru kata main far rakyat main,neutral
Kena skak juga cak imin sama mas gibran masalah potong tumpeng😮😮😮😮,skak juga cak imin sama mas gibran masalah potong tumpeng,neutral
"Kata pak amin jika dia terpilih salah satu dari katanya yaitu (akan di berikan 5M perdesa2 di indonesia),tetapi uangnya turun melalui walikota turun kecamat turun lagi kekades turun lagi keRT/RW udah berapa tangan tu yg megang duit hasil nya rakyat yg dibawah cuma ampasnya doang yg dapat😢",pak amin jika dia pilih salah satu dari kata yaitu akan ikan desa indonesiatetapi uang turun lalu walikota turun camat turun lagi kades turun lagi kertrw udah berapa tangan megang duit hasil nya rakyat bawah cuma ampas doang dapat,neutral
Gibran out of the book pemikirannya kelasss❤,out the book pikir kelasss,neutral
Pak mahput apa visi misi kok GK di papar kan😮😮😮,mahput apa visi misi kok papar kan,neutral
Urraaaaaaaa maju gibran❤,maju gibran,neutral
"Dia kasih pertanyaan yg menurut dia sulit (meremehkan) tapi singkatan SGIE nya itu pake bahasa indonesia sedangkan pengertiannya bahasa inggris, mendadak otak aing nglag hanjay 😂 Pengucapan dan pengertiannya berbenturan anak muda 🤣",kasih tanya turut dia sulit remeh tapi singkat sgie nya itu pake bahasa indonesia sedang erti bahasa inggris dadak otak aing nglag hanjay dan erti bentur anak muda,neutral
