cleaned_comment,cluster
salah pak prabowo milih cawapresssnyamasyalloh josyg tua doa aja muda berkaryaaaaamiinya rob,7
dukung paslon urut dan kalau usung dari partai banteng bahaya,7
gampang kerja pcus min,7
cerdas nyata,7
dan gera gibran mirip bgt bgt sama pak jokowi,7
butuh pimpin orang visionary anak muda dengan gagas baru makmur gibran wakil anak muda cerdas negeri fokus nge rosting fokus solusi ide baru keren,2
cerdas,7
makan siang gratismalamnya nggak makan mau bodohbodohi lagi,7
anis cumn wacana aja,7
selepetttt,7
biasa mas gibran love you,8
prabowogibran,7
mohon maaf kalau tanya agak sulit gus,7
dan pak mulai cari hal kecilbahkan hal kecil pun tetap salah tetap all,7
prediksi nyata sallahsemua orang pandang gibral pasti tida bisa bicara tapi nyatanyasuperstarsekaligibran emang top yang lain beng beng,7
pilih utk ayom bangsa percaya itu baik dari bagi dan keluarga kita lebih pilih urut,7
masuk besar kembang pak jokowi,7
sama paimin mau bangun kota tara jalarta dalam taun,7
gibran tanpa baca buku mantap mas gibran,8
mahfud mantap,7
muda makin tak terkejarrrr yang sabarrrr nahan asam urat,7
ini ting,7
cerdas kaya bapak,7
tarung calon yang,7
maruf amin mana,7
makin yakin sama,7
lbh santun liat prtmasling jelkn,7
tambahingibran bapak kau kurang gede utang itu oenting indonesia banyak pembangjnan trus ujung jual asing,7
denger gibran joos,7
prabowa gibran tuju indonesia maju,7
ini baru dar ngomong realisasi atau tidak urus belakang penting penting pilih dulu,7
panggil saya anak kecil paman banget sama memang pernah salah milih pasang,2
mantap mas gibran,8
prabowo gibran maju bukan rubah lagi kalau selalu rubah tidak akan majuu berantas korupsi dan maju teknologi sesuai dgn visi misi,7
dari bisa bangun kalimantan uwaw,7
mas kerennnn,7
nonton drama semua itu mimpi,7
cawapresnya gak ada gua kenal satu kecuali gibran,7
gibran,8
bangun kota tara jktr,7
mantap jari muncul,7
baik,7
calon okay pilih gibranya sayyiidii rassullallooh sayyiidii ayyuhal,7
karya,7
ngibuuul,7
nomor pintar bikin janji janji manis janji mau bikin kota nnti kalau udah metropolitan polusi mana mana lagi selalu skak lawan bicara wkwkwkwkwk mantap pilih prabowo gibran,7
cak blunder sih min ampun dah,7
kesana makin cinta paslon,7
judul debat perdana video debat dua,7
gibran,8
tetap pilih paslon karena lain tidak sesuai dengan,7
nyangka gibran cerdas itu meski ada salah tanggap tapi tak apa maklum gibran sopan dab adab capres cawapres lain gibran mantap,7
lihat cawapres dan ini sangat epic,7
mdesa kami dalam gak bakal ngerasain pak ntah kapan dan pimpin seperti apa biar bisa ngerasain ubah bangun negeri ini saya sreg pak gak muluk muluk lah penting bangun rata dan gak,7
merinding dengar mas gibran sampek visi dan misi luck mas gibran,7
lihat sbrpa kualitas nya mas gibran orang anak muda bangsa indonesia,2
tidak ingin salah langkah lagi tolong jangan pilih pdi lagi bisa fatal kuasa banteng merah lagi,7
fitnah kalo hafal dlu jdi tanya saya meski hafal dlu dia tidak tau apa yang akan tanya pada tpi ini saja bisa langsung sambut tanya dengan lancar dan tegas itu tanda gibran memang lah org cerdas,6
kota dana habis buat bangun kota kbnykn omong,7
gibran jos,7
guna,7
yes,7
cerita ugm lawan orang gibran kita lihat siapa yang pantas jadi pimpin,7
jelas kita punya panji gumilang kelola zaitun ehh tangkap sama mui dan mahput gila betul ini mahput ras seperti jusup kala,7
cawapres dan trlihat brpendidikan dan punya wawas luas dan jawab dgn tegascerdas dan teliti salut dgn anak muda berani dan salut dgn guru besar tdk jatuh lawan,7
kali ini org cerdas,7
gibran demi emas,8
gak butuh gagas aja kami mau kejunurannya,7
simbol merdeka iknsimbol perata bangun tidak pilih yang tidak mau lanjut program pak jokowi masuk ikn dan hilir kota harus laku lama ini level kota dijawa jauh beda dgn luar jawa kota kabupaten dijawa level dgn ibukota provinsi luar jawa bagaimana dengan ibukota kabupaten dan kota sekitar ada luar jawa tinggal dengan cak imin bilang akan laku perata bangun kota tapi tidak tuju dengan ikn bagaimana bisa lagi ikn bukan hanya dar ikn tapi itu ada simbol perata ibukota tetap atau jawa kita sekali lagi ada luar jawa hanya akan terus beri harap ikn adalah harap yang mulai muncul lepas dari masalah ada harus tetap lanjut,7
mirip dengan bpkyny mantap,7
mau memeberi tangap tapi pas debat luar biasa kemapuan mas gibran semangt terus pak prabowo gibaran,7
sama muter dan trllu pinterbahasa paling logis dan mudah cerna otak,7
indonesia gemah rimpah loh jawi,7
masuk buat dan selain tahu dan alam attitude dalam berkatakata dan debat punya andil penting untuk bisa jadi tampil agar lihat pintar berkatakata dan jatuh juga benar bahaya karena gaya bagai masih punya tempat luas hati,7
gibran sampean kok suarane mirip bpke jeneng,7
mudah gibran makan gratis awas loh laun naik kan pajak rakyat mau komplain siapa,7
anis the best ragu lgi untuk mimpin bangsa ini,7
remeh mas gibran yang kata kurang alam malaha kyaknya tahu lebih banyak banding cawapres yang lain,7
cak seringkali tidak masuk akal,7
titis emas,7
serta merinding dengar debat putra baik bangsa tuju emas,7
maju teruskami dukung musiap selalu,7
inget asam sulfat,7
hebat juga hebat krena udah prof dan kompeten,7
baca komentar temen airmataku alir terus,7
prabowo gibrannnnnnnnnnn,7
dukung prabowo dan gibran like,8
biasa gibran misi nya jelas untu indonesia maju masa depan tele tele,7
mboiiissss,7
persen pasti menang,5
dari kubu ganjar selalu materi tentang korupsi yaa kader yang paling banyak korupsi itu adalah pdip,7
blom muncul benci gibran,7
kan kalo adu gagas mah seru,7
amin,7
mau tipu untuk dua kali yaa,7
periode emas,7
tidak terlalu butuh kan pimpin yang pintar ngomong yang perlu kan rakyat itu pimpin yang jujur tegas dan tidak koropsi,7
bisa pungkirim wapres dan jauh tinggal mas gibran mvp wapres lain kayak gak ada gagas kongkrit,7
gibran gak mutu gibran itu omong apa sekarang sdh thn kok kata thn sampai thn nanti piyetoiki,7
mas gibran ayo skakmat terusssintinya sedikit bicara banyak tindak,7
saya dukung prabowo gibran,8
udah setting tanya,7
kaum milenial dukung gibran,7
yesss,7
aaamin,7
jangan mimpi bisa berantas korupsi karena presiden kan juragan lebih bayar,7
anak muda terima kasih untuk berani serta,2
dulu kata gak beban apbn tapi laksana gak sesuai konsep awal balik kanan lah jadi,7
ada program nikah gratis dan uang bulan serta tunjang untuk pemuda pemudi tidak mampu ato anggur lebih bagus negara bisa urus sayaa rasa negara akan aman dan sejahtera jahat kacau kebeurukan jadi negara ini akar juga hal sebut,7
langkah akan beliau beliau ambil dan atasisy yakin masalah hukum korupsi benah duludan tetep pilih mahfud damping ganjar dan baru wacana rencana tapi utk sudah laksana dan tahu gimana cara utk atas ganjar sudah faham tentang ekonomi mahfud sudah faham tentang hukumjadi gama yes putar,7
wawas tanpa baca teks god,7
luar biasaaaaa,7
raka buming raka jawab tidak mana mana dan point digass,7
masih kurang sreg ama pilih andai slepet sarung closing statement buat bahas masa depan dengan kompleksitas budaya posisi geografis ruwet politik luardalam negeri dll,7
anak rantau pilih,2
awal benar hasil pasti benar,7
panggil aku anak kecil paman panggil aku gibran generasi emas indonesia,2
menang telak gibran,5
slepettttt,7
dan realistis,7
gratis untuk anak prajurit dan bayangkara terus kita anak tani gak bisa gratis kah mahfud,2
all prabowo gibran,8
kota level banjir jakarta,7
adalah gagas sangat fresh potensial,7
cak ada salam orf tengku unar menteng jgn lupa sangkut nya msh blm lunas,7
gibran aku sih,8
yakin dukung,7
sini kita bisa lihat mana pimpin aku agama ada indonesia tidak hanya,7
tua tua doa ajayg muda biyarlach berkaryaaaaindonesia tuju emassa,7
aja dulu,7
wapres kini bngtsmart yes,7
akhir bpk jika pilih moga laksana,7
baca dgn logat batak,7
butuh rubah lebih baik amin,7
nylepet,7
aamiin ubah untuk yang adil dan sejahtera,7
gibran pnyampaiannya visi misi keren bngt,7
dengar lucu ketika dengar depan akan bangun minimal kota yang level dengan jakarta cocok jadi dongeng handal,7
amin,7
anda ikut partai kok sekarang enggakdulu anda dagang tempe bongkrek kok enggakdulu bilang masih harus ajar masih banyak seniorkok sekarang emang orang boleh ubah yaentar gue bikin dulu singkatannyakydhydkamu yang dulu harus yang sekarang,7
pasti prabowo gibrang putar,3
walaupun saya tidak dukung tetapi sampai sangat mantap,7
mantap pulih nomor,7
amin selalu tampil gagah keren dan kompak,7
mantap pulih nomor,7
yang senior senior pake teksbawa contekankalah sama yang muda luar kepalajos wis mas gibransemoga prabowo gibran menang milu tahun ayo anak muda junjung negara ini biar jadi indonesia emasmantuuullllaamiin robbal alamin,2
debat kpu itu batas waktu debat itu buka isi otak tidak cukup jawab hanya menit menit jadi banyak saja hanya sedikit sekali konkret itu tuju bongkar visi misi nya jadi lebih banyak template dan kontretnya hanya sedikit,7
prabowooooooooo,7
kalau sdh gemuk kebun binatang kasih makan gratis susu tagih pajak,7
prabowo gibran,8
rekam jejakorng cerdas pilih anies,7
pak kui branbran ora iso ngatasi curi data,7
ikn blm penting brooow jadi beban bayar hutang skrg saja rakyat tambah susah semua naik hny kena ego jokowi,7
prabowooooiooooooooiiiio,7
gibran ttp semgat sama mas,7
lihat yang alam dan tdk asal bicara trus,7
all prabowogibran,7
visi misi paling mantap,7
bagus tampil datang,7
cawapres tidak kualitas,7
yang belakang ada russia dan chinajelas bantu dan minimal tidak sengsara umat islam dunia banyak amerika eropa laku,7
turu aja,7
moga dia sosok baik hadir utk indonesia lebih baik,7
saing profesor joss mas gibran,7
gibran cerdas dan banyak bukti ada,7
nya yang muda,2
jari mas,7
mahfud,7
kayak sudah guru dari kidul kali tumben ganas cara ngomong nya,7
dari cawapresdari yang mas luar biasa cerdas pak naratif sempurna cak bingung,7
pilih buat acara seperti ini tanpa tayang problem tapi penting gagas masingmasing calon pimpin,7
sesuai dengan prediksi saya belum karakter dia emang diam cenderung gak banyak omong dia mampu bicara lugas depan publik ketika memang butuh nama pernah jadi pimpin walikota pasti punya skill public speaking saja kemarin kena underestimate duluan dengan juluk nyeleneh plangaplongo bocah ingus dll dari netizen dia bisa patah semua stigma itu penting debat ini bukan hanya cara public speaking yang bagus atau dar retorika tapi apa inti yang sampai dan apakah jawab bisa jawab tanya dengan tepat atau tidak,7
gibran keren kami kaum gen dukung,7
hafal brp lembar itu lihat,6
mana nyontek google sambil jawab nya mana benar tanpa guru google,7
cuma masjid doang pak gereja dan tempat ibadah agama lain ngga pak,7
mantappp mas gibran wlwpun bnyak nyinyir negatif bukti dgn debat ini smngat prabowo dan gibran saya smakin yakin milih paslon,7
mas gibran,8
attacking nya mas gibran keren bangetmantap sekali,7
makin yakin coblos,7
itu cuma planga plongo dia ngerti hukumprosesnya gimn tau cuma lanbrak padahal dia tau alur,7
pak ganjar dan pak mafudberdua menang pilpres mohon hukum prabowo,5
dan rakyat harus cukup dan atur dari sejak lahir sampai kelak tinggal hanya urus pihak depan hanya akan pindah masalah saja jadi masalah pihak lain satu tempat makan gratis khusus warga kabupaten contoh dan serta dengan layan antar yang bantu oleh kurir dari kantor pos atau guna alat drone bangun pabrik pakai untuk warga cara gratis sehingga rakyat milik seragam telah siap satu rumah dengan ukur khusus untuk tiap warga negara baru lahir tidak perlu lebih dan jika pangan sudah ada temoat khusus dan gratis maka tempat tinggal hanya perlu cukup hal ini jalan baik tidak boleh ada warga yang mengganggur jika ada yang mengganggur hukum hanya satu jalan didik lagi negara juga harus tambah signifikan dengan cara naik pajak untuk kategori barang yang banyak menggunakantidak jalan dengan fasilitas publik contoh mobil dan usaha makan cepat saji karena itu semua jadi butuh sekunder saaat butuh primer telah cukup atau jika bahan pangan lebih ekspor maka negara harus oleh bagi yang jelas untuk tahan sandang pangan dan papan harus ada kategori baru kepada masyarakat dasar harta milik karena masyarakat miskin sudah tidak ada karena negara sudah jamin butuh pokok tiap orang contoh orang kerja orang hasil tengah orang dermawan orang kaya ini penting jika orang ingin masuk kategori orang kaya dia harus pernah kategori dermawan dahulu saat orang masuk kategori dermawan harta kaya batas dan lebih beri kepada negara lama jangka waktu tentu telah itu baru bisa pasuk kategori orang kaya dengan hilang batas minimal kaya saat ini tidak ada kategori dermawan buat tiap orang berlombalomba ingin segera kaya dengan bagai cara kita beda dengan kaum kapitalis dan beda dengan kaum komunis yang telah maju lebih dahulu tetapi saat kita maju kita akan tahan lama,7
mau naik pajek hadooooh bapakny balik,7
gibran yes,8
gibran paling aku suka,8
bhasa nya mirip ayah nya,7
bgtt pak jalan aaa,7
tdnya mgibran nyinyir ktkn plonga plongo trnyta yng nmnya diam hanyut mantaap visi misi isi bngt dpn maju tuju mas cerdas pintar simpel isi bngt ini yng cri pimpin dpn bngsa yng bagus lbh maju doa smg wakil,7
terus jangan sampai kalah,7
hukum belum dirubahamandemenkoruptor blm hukum mati usaha berkat kuasa masih nyata nyolok matasiapapun pimpin hasil sama ajaga ngaruh,7
wirr yang muda nyata kualitas hanya dar popularitas cuaaaksss,7
remehkn mas gibrandiam tapi beliau penuh dgn ilmu pengetahuansemangat terus mas gibran kami selalu doa agar pragib menang dua,7
suruh nglawak aja sumpah,7
harus konsisten pak gibran kaya pak prabowoyang penting konsisten trus nypres yaaa hehehe,7
masih kocak bara alam,7
tahun ini gibran yang jadi,8
tenang pasti hanyut itu kata buat gibranyg sll tenang dalam berkatasemangat buat gibran wakil kaum anak mudasmg ank muda depan bnyk bejiwa besar pimpin negara ini sgn damai sejahtera,7
ora gawe teks dan ora kakehan janji dan ora berteletele hanya paslon,7
ucap salam saja pak sudah sifat berpihakthis about,7
jngan biar pdi dalang sistem perintah karna akan brakibat fatal lihat aja kurang kan pulau nya,7
atas ucap tutup mas gibran,8
internet buat apa boy aja yutub bisa lancar mau cepet bayar sendiri dgn paket sendiri provider butuh pasti ngerti,7
bagus masalah konjabukan sopir,7
anak bangsa indonesia coba anda pakai headset saat debat ini menit gibran pakai alat bantu ada suara wanita yag bilang udah anjirrr curang silahakn dengar lain tetap ada,0
satu putar,3
yakin urut,7
dari debat capres sampai debat cawapres undi bola selalu rurut dengan nomor paslon selalu dapat huruf selalu dapat huruf selalu dapat huruf begitu ada yang aneh,7
cerdas visi misi jelas,7
ada yang nyontek,7
cucu debat eyangnyacucunya omngannya pedasdurhaka kpok,7
saat buka hanya nomor urut saja tidak mau sebut gelar tanpa sebut gelar mereka adalah menang,7
semua orang milik ingin untuk maju dan sejahtera bangsa dan untuk siapa nanti yang beri tanggung jawab untuk emban tugas ini moga bisa jadi pimpin yang tidak buta akan wajib,7
suka wakil pak dan mas gibran keren,7
cerdas hanya untuk negara cerdasbagaimana dengan istilah ada uang anda menang,5
seplat seplet ehh malah kena seplett,7
izin bertanyaapa arti,7
cak imin dan mahfud bukan omongin program tapi omongin orang korupsi satu omong nyerepet agama mmg,7
prabowogibran debat aja arogan lawan debat mereka menang dan kuasa bisa bayang,7
kumpul,7
cawapres pingin ngakak mau heran tapi ini wkwkwkwkw,7
hati akal pikir waras slalu depan slepet,11
bilang udah itu siapa,7
juga bilang pelanga longo tapi lihat waktu depan,7
nak seplert,7
ngeles bilang aja tau,7
mas gibran menang hebatd segala bidang,5
dua gak banyak title nama tapi babat habis mereka banyak title,7
dengan mas nyata umur gak bisa jadi patok singkat namun tegas anak muda saya bangga mas moga kalau jadi pimpin sesuai dengan prokernya,2
sgie aja tau,7
bagus keren papar logis juga,7
jadi wapres dengan modal lepet pakkare you allright dont think,7
kita mulai nilai,7
calon calon pada ngata ngatain yang muda kata tau apa mudeng hal apa terjang sampai mana nyata nyata gagas ucap gerak gerik bahasa tubuh bisa meng counter ejek sebut silent gold mulai liat seru mari kita lihat sampai finish nanti,7
gibran,8
mahput ngak paham pis misi org sampai pis misi namun dia hanya cerita dan mengluh sajak,7
paling bodo sini,7
saya suka pak mahmud jadi presidenya wajilnya mas gibran raka bumiraka pasti undonesia akan maju dan jujur,7
yang baik yang pilih,7
gibranya itu nyambung dengan tanya dengan panelis,7
gibran cerdas,8
baik,7
hanya beberapa tahun tapi tara banget beda lebih suka serius karena dia fokus kepada target depan bukan cari kasalahan orang,7
